#layer	24		14		13		12

# Raspberry PI
noOfast	126.659523	69.567386	52.498965	42.661731	#without Ofast
Ofast	35.486822	19.722294	15.193364	12.315039	#Ofast

#i7-8700
noOfast 8.292425	4.712963	3.474875	2.863379	#without Ofast
Ofast	0.786722	0.824100	0.680229	0.619572	#Ofast


